language_group,manual_review_flag,manual_review_cues,manual_review_fields,id,node_id,name,full_name,html_url,description,language,stargazers_count,watchers_count,forks_count,open_issues_count,archived,fork,has_issues,private,created_at,updated_at,pushed_at,default_branch,owner_login,owner_type,license_spdx_id,source_file,source_record_index
TypeScript,False,,,28457823,MDEwOlJlcG9zaXRvcnkyODQ1NzgyMw==,freeCodeCamp,freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer science for free.",TypeScript,443805,443805,44422,179,False,False,True,False,2014-12-24T17:49:19Z,2026-04-28T18:53:56Z,2026-04-28T17:15:56Z,main,freeCodeCamp,Organization,BSD-3-Clause,data\raw\candidate_repos\typescript_candidates_raw.json,0
TypeScript,False,,,1103012935,R_kgDOQb6kRw,openclaw,openclaw/openclaw,https://github.com/openclaw/openclaw,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,TypeScript,365816,365816,74983,6949,False,False,True,False,2025-11-24T10:16:47Z,2026-04-28T19:09:16Z,2026-04-28T19:08:35Z,main,openclaw,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,1
TypeScript,False,,,85077558,MDEwOlJlcG9zaXRvcnk4NTA3NzU1OA==,developer-roadmap,nilbuild/developer-roadmap,https://github.com/nilbuild/developer-roadmap,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",TypeScript,353830,353830,43978,16,False,False,True,False,2017-03-15T13:45:52Z,2026-04-28T19:00:32Z,2026-04-27T15:19:00Z,master,nilbuild,User,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,2
TypeScript,False,,,11730342,MDEwOlJlcG9zaXRvcnkxMTczMDM0Mg==,vue,vuejs/vue,https://github.com/vuejs/vue,"This is the repo for Vue 2. For Vue 3, go to https://github.com/vuejs/core",TypeScript,209808,209808,33842,622,False,False,True,False,2013-07-29T03:24:51Z,2026-04-28T18:32:34Z,2024-10-10T07:24:15Z,main,vuejs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,3
TypeScript,False,,,193215554,MDEwOlJlcG9zaXRvcnkxOTMyMTU1NTQ=,n8n,n8n-io/n8n,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",TypeScript,185971,185971,57193,1543,False,False,True,False,2019-06-22T09:24:21Z,2026-04-28T19:03:46Z,2026-04-28T18:54:24Z,master,n8n-io,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,4
TypeScript,False,,,41881900,MDEwOlJlcG9zaXRvcnk0MTg4MTkwMA==,vscode,microsoft/vscode,https://github.com/microsoft/vscode,Visual Studio Code,TypeScript,184357,184357,39510,16790,False,False,True,False,2015-09-03T20:23:38Z,2026-04-28T19:00:54Z,2026-04-28T19:08:08Z,main,microsoft,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,5
TypeScript,False,,,975734319,R_kgDOOiiGLw,opencode,anomalyco/opencode,https://github.com/anomalyco/opencode,The open source coding agent.,TypeScript,151267,151267,17392,6177,False,False,True,False,2025-04-30T20:08:00Z,2026-04-28T19:09:04Z,2026-04-28T18:53:18Z,dev,anomalyco,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,6
TypeScript,False,,,626805178,R_kgDOJVxJug,dify,langgenius/dify,https://github.com/langgenius/dify,Production-ready platform for agentic workflow development.,TypeScript,139515,139515,21875,829,False,False,True,False,2023-04-12T07:40:24Z,2026-04-28T18:50:28Z,2026-04-28T11:10:50Z,main,langgenius,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,7
TypeScript,False,,,62607227,MDEwOlJlcG9zaXRvcnk2MjYwNzIyNw==,tech-interview-handbook,yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,Curated coding interview preparation materials for busy software engineers,TypeScript,139064,139064,16534,44,False,False,True,False,2016-07-05T05:00:48Z,2026-04-28T17:21:52Z,2026-04-05T23:58:25Z,main,yangshun,User,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,8
TypeScript,False,,,231283452,MDEwOlJlcG9zaXRvcnkyMzEyODM0NTI=,excalidraw,excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,Virtual whiteboard for sketching hand-drawn like diagrams,TypeScript,122133,122133,13448,3019,False,False,True,False,2020-01-02T01:04:43Z,2026-04-28T19:08:22Z,2026-04-28T16:27:34Z,master,excalidraw,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,9
TypeScript,False,,,157616880,MDEwOlJlcG9zaXRvcnkxNTc2MTY4ODA=,iptv,iptv-org/iptv,https://github.com/iptv-org/iptv,Collection of publicly available IPTV channels from all over the world,TypeScript,115590,115590,6054,15,False,False,True,False,2018-11-14T22:00:57Z,2026-04-28T18:36:26Z,2026-04-28T00:29:42Z,master,iptv-org,Organization,Unlicense,data\raw\candidate_repos\typescript_candidates_raw.json,10
TypeScript,False,,,721767116,R_kgDOKwVKzA,clash-verge-rev,clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,"A modern GUI client based on Tauri, designed to run in Windows, macOS and Linux for tailored proxy experience",TypeScript,114267,114267,8350,301,False,False,True,False,2023-11-21T18:24:03Z,2026-04-28T18:57:38Z,2026-04-27T18:28:48Z,dev,clash-verge-rev,Organization,GPL-3.0,data\raw\candidate_repos\typescript_candidates_raw.json,11
TypeScript,False,,,585146387,R_kgDOIuCgEw,ui,shadcn-ui/ui,https://github.com/shadcn-ui/ui,"A set of beautifully-designed, accessible components and a code distribution platform. Works with your favorite frameworks. Open Source. Open Code.",TypeScript,113160,113160,8675,1855,False,False,True,False,2023-01-04T12:43:27Z,2026-04-28T19:03:39Z,2026-04-28T17:35:08Z,main,shadcn-ui,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,12
TypeScript,False,,,787076358,R_kgDOLunVBg,firecrawl,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,"🔥 The API to search, scrape, and interact with the web for AI",TypeScript,112851,112851,7195,294,False,False,True,False,2024-04-15T21:02:29Z,2026-04-28T19:07:13Z,2026-04-28T18:28:28Z,main,firecrawl,Organization,AGPL-3.0,data\raw\candidate_repos\typescript_candidates_raw.json,13
TypeScript,False,,,20929025,MDEwOlJlcG9zaXRvcnkyMDkyOTAyNQ==,TypeScript,microsoft/TypeScript,https://github.com/microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,TypeScript,108694,108694,13374,5030,False,False,True,False,2014-06-17T15:28:39Z,2026-04-28T17:20:37Z,2026-04-27T19:32:49Z,main,microsoft,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,14
TypeScript,False,,,968197216,R_kgDOObWEYA,gemini-cli,google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,An open-source AI agent that brings the power of Gemini directly into your terminal.,TypeScript,102647,102647,13374,2877,False,False,True,False,2025-04-17T17:04:31Z,2026-04-28T19:03:55Z,2026-04-28T19:04:30Z,main,google-gemini,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,15
TypeScript,True,example,topics,214587193,MDEwOlJlcG9zaXRvcnkyMTQ1ODcxOTM=,supabase,supabase/supabase,https://github.com/supabase/supabase,"The Postgres development platform. Supabase gives you a dedicated Postgres database to build your web, mobile, and AI applications.",TypeScript,101549,101549,12215,959,False,False,True,False,2019-10-12T05:56:49Z,2026-04-28T18:46:58Z,2026-04-28T19:07:28Z,master,supabase,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,16
TypeScript,False,,,24195339,MDEwOlJlcG9zaXRvcnkyNDE5NTMzOQ==,angular,angular/angular,https://github.com/angular/angular,Deliver web apps with confidence 🚀,TypeScript,100057,100057,27195,1130,False,False,True,False,2014-09-18T16:12:01Z,2026-04-28T19:07:55Z,2026-04-28T19:07:52Z,main,angular,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,17
TypeScript,False,,,455229168,R_kgDOGyI-8A,immich,immich-app/immich,https://github.com/immich-app/immich,High performance self-hosted photo and video management solution.,TypeScript,99027,99027,5502,698,False,False,True,False,2022-02-03T15:56:27Z,2026-04-28T19:09:16Z,2026-04-28T18:47:39Z,main,immich-app,Organization,AGPL-3.0,data\raw\candidate_repos\typescript_candidates_raw.json,18
TypeScript,False,,,34526884,MDEwOlJlcG9zaXRvcnkzNDUyNjg4NA==,ant-design,ant-design/ant-design,https://github.com/ant-design/ant-design,An enterprise-class UI design language and React UI library,TypeScript,97890,97890,54597,1362,False,False,True,False,2015-04-24T15:37:24Z,2026-04-28T16:25:28Z,2026-04-28T12:25:23Z,master,ant-design,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,19
TypeScript,False,,,106017343,MDEwOlJlcG9zaXRvcnkxMDYwMTczNDM=,tailwindcss,tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,A utility-first CSS framework for rapid UI development.,TypeScript,94791,94791,5210,99,False,False,True,False,2017-10-06T14:59:14Z,2026-04-28T18:46:32Z,2026-04-28T14:42:05Z,main,tailwindlabs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,20
TypeScript,False,,,90796663,MDEwOlJlcG9zaXRvcnk5MDc5NjY2Mw==,puppeteer,puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,JavaScript API for Chrome and Firefox,TypeScript,94218,94218,9410,303,False,False,True,False,2017-05-09T22:16:13Z,2026-04-28T17:45:05Z,2026-04-28T11:29:43Z,main,puppeteer,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,21
TypeScript,False,,,54173593,MDEwOlJlcG9zaXRvcnk1NDE3MzU5Mw==,storybook,storybookjs/storybook,https://github.com/storybookjs/storybook,"Storybook is the industry standard workshop for building, documenting, and testing UI components in isolation",TypeScript,89812,89812,10035,2258,False,False,True,False,2016-03-18T04:23:44Z,2026-04-28T17:15:52Z,2026-04-28T18:00:33Z,next,storybookjs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,22
TypeScript,False,,,612344730,R_kgDOJH-jmg,NextChat,ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,✨ Light and Fast AI Assistant. Support: Web | iOS | MacOS | Android |  Linux | Windows,TypeScript,87834,87834,59799,818,False,False,True,False,2023-03-10T18:27:54Z,2026-04-28T18:15:46Z,2025-12-02T17:05:02Z,main,ChatGPTNextWeb,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,23
TypeScript,False,,,26066727,MDEwOlJlcG9zaXRvcnkyNjA2NjcyNw==,mermaid,mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,Generation of diagrams like flowcharts or sequence diagrams from text in a similar manner as markdown,TypeScript,87698,87698,8918,1653,False,False,True,False,2014-11-01T23:52:32Z,2026-04-28T17:57:19Z,2026-04-28T10:52:12Z,develop,mermaid-js,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,24
TypeScript,False,,,221981891,MDEwOlJlcG9zaXRvcnkyMjE5ODE4OTE=,playwright,microsoft/playwright,https://github.com/microsoft/playwright,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API. ",TypeScript,87538,87538,5591,499,False,False,True,False,2019-11-15T18:32:42Z,2026-04-28T19:08:59Z,2026-04-28T18:27:52Z,main,microsoft,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,25
TypeScript,False,,,1179264259,R_kgDORkolAw,gstack,garrytan/gstack,https://github.com/garrytan/gstack,"Use Garry Tan's exact Claude Code setup: 23 opinionated tools that serve as CEO, Designer, Eng Manager, Release Manager, Doc Engineer, and QA",TypeScript,86006,86006,12588,477,False,False,True,False,2026-03-11T21:22:45Z,2026-04-28T19:08:18Z,2026-04-28T16:18:26Z,main,garrytan,User,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,26
TypeScript,False,,,890668799,R_kgDONRaG_w,servers,modelcontextprotocol/servers,https://github.com/modelcontextprotocol/servers,Model Context Protocol Servers,TypeScript,84715,84715,10527,391,False,False,True,False,2024-11-19T01:10:17Z,2026-04-28T19:08:00Z,2026-04-17T22:59:54Z,main,modelcontextprotocol,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,27
TypeScript,False,,,52631841,MDEwOlJlcG9zaXRvcnk1MjYzMTg0MQ==,realworld,realworld-apps/realworld,https://github.com/realworld-apps/realworld,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",TypeScript,83300,83300,7602,35,False,False,True,False,2016-02-26T20:49:53Z,2026-04-28T18:57:43Z,2026-04-14T16:11:02Z,main,realworld-apps,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,28
TypeScript,False,,,257485422,MDEwOlJlcG9zaXRvcnkyNTc0ODU0MjI=,vite,vitejs/vite,https://github.com/vitejs/vite,Next generation frontend tooling. It's fast!,TypeScript,80277,80277,8103,727,False,False,True,False,2020-04-21T05:03:57Z,2026-04-28T17:49:06Z,2026-04-28T02:26:39Z,main,vitejs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,29
TypeScript,False,,,203587744,MDEwOlJlcG9zaXRvcnkyMDM1ODc3NDQ=,hoppscotch,hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,"Open-Source API Development Ecosystem • https://hoppscotch.io • Offline, On-Prem & Cloud • Web, Desktop & CLI • Open-Source Alternative to Postman, Insomnia",TypeScript,79051,79051,5840,775,False,False,True,False,2019-08-21T13:15:24Z,2026-04-28T18:19:49Z,2026-04-28T18:53:33Z,main,hoppscotch,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,30
TypeScript,False,,,594155488,R_kgDOI2oX4A,Stirling-PDF,Stirling-Tools/Stirling-PDF,https://github.com/Stirling-Tools/Stirling-PDF,#1 PDF Application on GitHub that lets you edit PDFs on any device anywhere,TypeScript,77919,77919,6810,429,False,False,True,False,2023-01-27T18:22:42Z,2026-04-28T18:39:10Z,2026-04-28T17:47:56Z,main,Stirling-Tools,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,31
TypeScript,False,,,172953845,MDEwOlJlcG9zaXRvcnkxNzI5NTM4NDU=,code-server,coder/code-server,https://github.com/coder/code-server,VS Code in the browser,TypeScript,77315,77315,6637,139,False,False,True,False,2019-02-27T16:50:41Z,2026-04-28T18:20:45Z,2026-04-27T17:59:20Z,main,coder,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,32
TypeScript,False,,,643445235,R_kgDOJlox8w,lobehub,lobehub/lobehub,https://github.com/lobehub/lobehub,"The ultimate space for work and life — to find, build, and collaborate with agent teammates that grow with you. We are taking agent harness to the next level — enabling multi-agent collaboration, effortless agent team design, and introducing agents as the unit of work interaction.",TypeScript,75805,75805,15035,742,False,False,True,False,2023-05-21T07:19:12Z,2026-04-28T18:48:35Z,2026-04-28T18:58:49Z,canary,lobehub,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,33
TypeScript,False,,,80945428,MDEwOlJlcG9zaXRvcnk4MDk0NTQyOA==,nest,nestjs/nest,https://github.com/nestjs/nest,"A progressive Node.js framework for building efficient, scalable, and enterprise-grade server-side applications with TypeScript/JavaScript 🚀",TypeScript,75322,75322,8295,35,False,False,True,False,2017-02-04T20:12:52Z,2026-04-28T17:52:06Z,2026-04-28T07:52:07Z,master,nestjs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,34
TypeScript,False,,,15111821,MDEwOlJlcG9zaXRvcnkxNTExMTgyMQ==,grafana,grafana/grafana,https://github.com/grafana/grafana,"The open and composable observability and data visualization platform. Visualize metrics, logs, and traces from multiple sources like Prometheus, Loki, Elasticsearch, InfluxDB, Postgres and many more. ",TypeScript,73482,73482,13805,3815,False,False,True,False,2013-12-11T15:59:56Z,2026-04-28T19:01:45Z,2026-04-28T19:08:09Z,main,grafana,Organization,AGPL-3.0,data\raw\candidate_repos\typescript_candidates_raw.json,35
TypeScript,False,,,39464018,MDEwOlJlcG9zaXRvcnkzOTQ2NDAxOA==,superset,apache/superset,https://github.com/apache/superset,Apache Superset is a Data Visualization and Data Exploration Platform,TypeScript,72621,72621,17142,1241,False,False,True,False,2015-07-21T18:55:34Z,2026-04-28T16:54:15Z,2026-04-28T19:06:31Z,master,apache,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,36
TypeScript,False,,,718741813,R_kgDOKtchNQ,screenshot-to-code,abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,Drop in a screenshot and convert it to clean code (HTML/Tailwind/React/Vue),TypeScript,72403,72403,8927,120,False,False,True,False,2023-11-14T17:53:32Z,2026-04-28T18:46:08Z,2026-04-08T17:24:21Z,main,abi,User,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,37
TypeScript,False,,,753490180,R_kgDOLOlZBA,daytona,daytonaio/daytona,https://github.com/daytonaio/daytona,Daytona is a Secure and Elastic Infrastructure for Running AI-Generated Code,TypeScript,72391,72391,5539,377,False,False,True,False,2024-02-06T08:21:20Z,2026-04-28T19:05:44Z,2026-04-28T17:40:41Z,main,daytonaio,Organization,AGPL-3.0,data\raw\candidate_repos\typescript_candidates_raw.json,38
TypeScript,False,,,43441403,MDEwOlJlcG9zaXRvcnk0MzQ0MTQwMw==,strapi,strapi/strapi,https://github.com/strapi/strapi,"🚀 Strapi is the leading open-source headless CMS. It’s 100% JavaScript/TypeScript, fully customizable, and developer-first.",TypeScript,72021,72021,9677,759,False,False,True,False,2015-09-30T15:34:48Z,2026-04-28T17:16:18Z,2026-04-28T16:04:46Z,develop,strapi,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,39
TypeScript,False,,,77213120,MDEwOlJlcG9zaXRvcnk3NzIxMzEyMA==,tabby,Eugeny/tabby,https://github.com/Eugeny/tabby,A terminal for a more modern age,TypeScript,70769,70769,3985,2671,False,False,True,False,2016-12-23T09:06:10Z,2026-04-28T17:34:21Z,2026-04-24T14:24:10Z,master,Eugeny,User,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,40
TypeScript,False,,,1048065319,R_kgDOPng1Jw,claude-mem,thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,"A Claude Code plugin that automatically captures everything Claude does during your coding sessions, compresses it with AI (using Claude's agent-sdk), and injects relevant context back into future sessions.",TypeScript,69106,69106,5894,31,False,False,True,False,2025-08-31T20:50:03Z,2026-04-28T19:03:42Z,2026-04-28T02:42:04Z,main,thedotmack,User,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,41
TypeScript,False,,,519859998,R_kgDOHvxvHg,AFFiNE,toeverything/AFFiNE,https://github.com/toeverything/AFFiNE,"There can be more than Notion and Miro. AFFiNE(pronounced [ə‘fain]) is a next-gen knowledge base that brings planning, sorting and creating all together. Privacy first, open-source, customizable and ready to use. ",TypeScript,67803,67803,4796,603,False,False,True,False,2022-07-31T18:45:21Z,2026-04-28T19:01:44Z,2026-04-28T14:56:01Z,canary,toeverything,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,42
TypeScript,False,,,9185792,MDEwOlJlcG9zaXRvcnk5MTg1Nzky,echarts,apache/echarts,https://github.com/apache/echarts,"Apache ECharts is a powerful, interactive charting and data visualization library for browser",TypeScript,66250,66250,19814,1688,False,False,True,False,2013-04-03T03:18:59Z,2026-04-28T16:17:19Z,2026-04-27T02:43:13Z,master,apache,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,43
TypeScript,False,,,94911145,MDEwOlJlcG9zaXRvcnk5NDkxMTE0NQ==,docusaurus,facebook/docusaurus,https://github.com/facebook/docusaurus,Easy to maintain open source documentation websites.,TypeScript,64750,64750,9864,384,False,False,True,False,2017-06-20T16:13:53Z,2026-04-28T19:00:23Z,2026-04-28T14:57:39Z,main,facebook,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,44
TypeScript,False,,,557980,MDEwOlJlcG9zaXRvcnk1NTc5ODA=,socket.io,socketio/socket.io,https://github.com/socketio/socket.io,Realtime application framework (Node.JS server),TypeScript,63059,63059,10146,205,False,False,True,False,2010-03-11T18:24:48Z,2026-04-28T07:34:24Z,2026-04-27T11:35:34Z,main,socketio,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,45
TypeScript,False,,,108761645,MDEwOlJlcG9zaXRvcnkxMDg3NjE2NDU=,nocodb,nocodb/nocodb,https://github.com/nocodb/nocodb,🔥 🔥 🔥 A Free & Self-hostable Airtable Alternative,TypeScript,62875,62875,4748,690,False,False,True,False,2017-10-29T18:51:48Z,2026-04-28T18:18:57Z,2026-04-28T14:50:00Z,develop,nocodb,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,46
TypeScript,False,,,36535156,MDEwOlJlcG9zaXRvcnkzNjUzNTE1Ng==,redux,reduxjs/redux,https://github.com/reduxjs/redux,A JS library for predictable global state management,TypeScript,61451,61451,15079,42,False,False,True,False,2015-05-29T23:53:15Z,2026-04-28T16:03:21Z,2026-04-23T16:09:25Z,master,reduxjs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,47
TypeScript,False,,,824874689,R_kgDOMSqWwQ,cline,cline/cline,https://github.com/cline/cline,"Autonomous coding agent right in your IDE, capable of creating/editing files, executing commands, using the browser, and more with your permission every step of the way.",TypeScript,61106,61106,6304,740,False,False,True,False,2024-07-06T07:28:10Z,2026-04-28T18:31:16Z,2026-04-28T15:00:13Z,main,cline,Organization,Apache-2.0,data\raw\candidate_repos\typescript_candidates_raw.json,48
TypeScript,False,,,71995937,MDEwOlJlcG9zaXRvcnk3MTk5NTkzNw==,nuxt,nuxt/nuxt,https://github.com/nuxt/nuxt,The Full-Stack Vue Framework.,TypeScript,60134,60134,5589,934,False,False,True,False,2016-10-26T11:18:47Z,2026-04-28T19:05:33Z,2026-04-28T19:05:45Z,main,nuxt,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,49
TypeScript,False,,,1170821064,R_kgDORclPyA,paperclip,paperclipai/paperclip,https://github.com/paperclipai/paperclip,Open-source orchestration for zero-human companies,TypeScript,60125,60125,10483,2859,False,False,True,False,2026-03-02T15:01:51Z,2026-04-28T19:07:58Z,2026-04-28T18:54:53Z,master,paperclipai,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,50
TypeScript,False,,,348060227,MDEwOlJlcG9zaXRvcnkzNDgwNjAyMjc=,astro,withastro/astro,https://github.com/withastro/astro,The web framework for content-driven websites. ⭐️ Star to support our work!,TypeScript,58834,58834,3388,323,False,False,True,False,2021-03-15T17:19:47Z,2026-04-28T18:19:19Z,2026-04-28T18:33:36Z,main,withastro,Organization,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,51
TypeScript,False,,,180328715,MDEwOlJlcG9zaXRvcnkxODAzMjg3MTU=,zustand,pmndrs/zustand,https://github.com/pmndrs/zustand,🐻 Bear necessities for state management in React,TypeScript,57883,57883,2045,8,False,False,True,False,2019-04-09T09:10:06Z,2026-04-28T18:55:33Z,2026-04-28T18:42:52Z,main,pmndrs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,52
TypeScript,True,tutorial,topics,1010681419,R_kgDOPD3GSw,learn-claude-code,shareAI-lab/learn-claude-code,https://github.com/shareAI-lab/learn-claude-code,"Bash is all you need -  A nano claude code–like 「agent harness」, built from 0 to 1",TypeScript,57197,57197,9387,108,False,False,True,False,2025-06-29T15:34:15Z,2026-04-28T18:51:14Z,2026-04-14T16:58:21Z,main,shareAI-lab,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,53
TypeScript,False,,,19872456,MDEwOlJlcG9zaXRvcnkxOTg3MjQ1Ng==,react-router,remix-run/react-router,https://github.com/remix-run/react-router,Declarative routing for React,TypeScript,56375,56375,10848,161,False,False,True,False,2014-05-16T22:22:51Z,2026-04-28T18:15:13Z,2026-04-28T12:54:39Z,main,remix-run,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,54
TypeScript,False,,,180190854,MDEwOlJlcG9zaXRvcnkxODAxOTA4NTQ=,appwrite,appwrite/appwrite,https://github.com/appwrite/appwrite,"Appwrite® - complete cloud infrastructure for your web, mobile and AI apps. Including Auth, Databases, Storage, Functions, Messaging, Hosting, Realtime and more",TypeScript,55901,55901,5294,1025,False,False,True,False,2019-04-08T16:36:25Z,2026-04-28T17:04:08Z,2026-04-28T18:49:50Z,1.9.x,appwrite,Organization,BSD-3-Clause,data\raw\candidate_repos\typescript_candidates_raw.json,55
TypeScript,False,,,1108837393,R_kgDOQheEEQ,oh-my-openagent,code-yeongyu/oh-my-openagent,https://github.com/code-yeongyu/oh-my-openagent,omo; the best agent harness - previously oh-my-opencode,TypeScript,54756,54756,4441,673,False,False,True,False,2025-12-03T01:40:05Z,2026-04-28T18:52:37Z,2026-04-28T16:03:34Z,dev,code-yeongyu,User,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,56
TypeScript,False,,,79162682,MDEwOlJlcG9zaXRvcnk3OTE2MjY4Mg==,joplin,laurent22/joplin,https://github.com/laurent22/joplin,"Joplin - the privacy-focused note taking app with sync capabilities for Windows, macOS, Linux, Android and iOS.",TypeScript,54531,54531,6075,575,False,False,True,False,2017-01-16T21:49:41Z,2026-04-28T18:14:28Z,2026-04-28T11:40:47Z,dev,laurent22,User,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,57
TypeScript,False,,,955620917,R_kgDOOPWeNQ,context7,upstash/context7,https://github.com/upstash/context7,Context7 Platform -- Up-to-date code documentation for LLMs and AI code editors,TypeScript,54001,54001,2558,135,False,False,True,False,2025-03-26T23:40:39Z,2026-04-28T19:08:24Z,2026-04-28T13:39:13Z,master,upstash,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,58
TypeScript,False,,,137078487,MDEwOlJlcG9zaXRvcnkxMzcwNzg0ODc=,core,vuejs/core,https://github.com/vuejs/core,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",TypeScript,53558,53558,9101,985,False,False,True,False,2018-06-12T13:49:36Z,2026-04-28T14:41:12Z,2026-04-28T08:19:46Z,main,vuejs,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,59
TypeScript,False,,,1130564872,R_kgDOQ2MNCA,worldmonitor,koala73/worldmonitor,https://github.com/koala73/worldmonitor,"Real-time global intelligence dashboard. AI-powered news aggregation, geopolitical monitoring, and infrastructure tracking in a unified situational awareness interface",TypeScript,52939,52939,8488,131,False,False,True,False,2026-01-08T17:26:06Z,2026-04-28T18:50:36Z,2026-04-28T15:50:11Z,main,koala73,User,NOASSERTION,data\raw\candidate_repos\typescript_candidates_raw.json,60
TypeScript,False,,,12256376,MDEwOlJlcG9zaXRvcnkxMjI1NjM3Ng==,ionic-framework,ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,"A powerful cross-platform UI toolkit for building native-quality iOS, Android, and Progressive Web Apps with HTML, CSS, and JavaScript.",TypeScript,52482,52482,13387,631,False,False,True,False,2013-08-20T23:06:02Z,2026-04-28T16:20:21Z,2026-04-28T19:08:46Z,main,ionic-team,Organization,MIT,data\raw\candidate_repos\typescript_candidates_raw.json,61
