repository_full_name,language_group,target_language_share,default_branch_commit_count_in_window,closed_issue_count_in_window,quality_screen_pass,language_threshold_pass,commit_threshold_pass,closed_issue_threshold_pass,pre_sampling_eligible,pre_sampling_exclusion_reasons,manual_review_flag,manual_review_cues,manual_review_fields,id,node_id,name,full_name,html_url,description,language,stargazers_count,watchers_count,forks_count,open_issues_count,archived,fork,has_issues,private,created_at,updated_at,pushed_at,default_branch,owner_login,owner_type,license_spdx_id,source_file,source_record_index,quality_screen_status,quality_screen_intended_use,quality_screen_score,quality_screen_threshold,quality_screen_failure_reasons,quality_check_not_manual_review_flagged,quality_check_recent_maintenance,quality_check_issue_usage,quality_check_engineering_workflow,quality_recent_push_cutoff_date,quality_open_issues_threshold,quality_signal_has_tests,quality_signal_has_ci,quality_signal_has_community_health_files,quality_signal_matched_test_paths,quality_signal_matched_ci_paths,quality_signal_matched_community_health_paths,quality_tree_truncated,quality_tree_path_count,quality_signal_snapshot_file,quality_screen_error_type,quality_screen_error_message,quality_screen_error_status_code,quality_screen_error_retryable,quality_screen_error_attempts,enrichment_input_file,enrichment_input_record_index,target_language,language_stats,target_language_bytes,total_language_bytes,language_threshold,closed_issue_count_available,enrichment_status,enrichment_failure_reason,pre_sampling_screen_input_file,pre_sampling_screen_input_record_index
hammerjs/hammer.js,JavaScript,0.872903472200121,0,3,True,True,False,False,False,commit_threshold_failed;closed_issue_threshold_failed,False,,,3602123,MDEwOlJlcG9zaXRvcnkzNjAyMTIz,hammer.js,hammerjs/hammer.js,https://github.com/hammerjs/hammer.js,A javascript library for multi-touch gestures :// You can touch this,JavaScript,24359,24359,2580,317,False,False,True,False,2012-03-02T12:58:28Z,2026-04-28T12:47:35Z,2026-01-04T10:52:57Z,master,hammerjs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,177,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/manual;tests/manual/assets;tests/manual/assets/style.css;tests/manual/compute_touch_action.html;tests/manual/input.html;tests/manual/log.html;tests/manual/multiple.html;tests/manual/nested.html;tests/manual/simulator-googlemaps.html,.travis.yml,CONTRIBUTING.md,False,123,data\raw\repo_metadata\hammerjs_hammer_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,154,JavaScript,"{""CSS"":725,""HTML"":31223,""JavaScript"":219420}",219420,251368,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,154
maboloshi/github-chinese,JavaScript,0.9978939365088368,813,164,True,True,True,True,True,,False,,,410808715,R_kgDOGHxxiw,github-chinese,maboloshi/github-chinese,https://github.com/maboloshi/github-chinese,GitHub 汉化插件，GitHub 中文化界面。 (GitHub Translation To Chinese),JavaScript,24240,24240,1391,47,False,False,True,False,2021-09-27T08:47:55Z,2026-04-28T18:06:03Z,2026-04-25T10:01:35Z,gh-pages,maboloshi,User,GPL-3.0,data\raw\candidate_repos\javascript_candidates_raw.json,178,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,False,True,True,,.github/workflows/locals(greasyfork).js_update.yaml;.github/workflows/main.user.js_version_update_and_sync_zh-TW.yaml;.github/workflows/remove_dup.yml;.github/workflows/update_contributors_images.yml,.github/ISSUE_TEMPLATE/bug-提交-简体中文-.yml;.github/ISSUE_TEMPLATE/bug-提交-繁體中文-.yml;.github/ISSUE_TEMPLATE/config.yml,False,34,data\raw\repo_metadata\maboloshi_github_chinese_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,155,JavaScript,"{""JavaScript"":5911372,""Perl"":4586,""Python"":1724,""Shell"":6166}",5911372,5923848,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,155
ramda/ramda,JavaScript,0.9981793211281388,42,36,True,True,False,True,False,commit_threshold_failed,False,,,10851820,MDEwOlJlcG9zaXRvcnkxMDg1MTgyMA==,ramda,ramda/ramda,https://github.com/ramda/ramda,:ram: Practical functional Javascript,JavaScript,24085,24085,1433,146,False,False,True,False,2013-06-21T20:32:35Z,2026-04-28T12:37:18Z,2026-01-22T07:16:29Z,master,ramda,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,179,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/F.js;test/T.js;test/add.js;test/addIndex.js;test/addIndexRight.js;test/adjust.js;test/all.js;test/allPass.js;test/always.js,.github/workflows/build.yml;.github/workflows/coverage.yml,CONTRIBUTING.md;SECURITY.md,False,727,data\raw\repo_metadata\ramda_ramda_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,156,JavaScript,"{""JavaScript"":760965,""Makefile"":455,""Shell"":898,""TypeScript"":35}",760965,762353,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,156
validatorjs/validator.js,JavaScript,1.0,113,78,True,True,True,True,True,,False,,,965782,MDEwOlJlcG9zaXRvcnk5NjU3ODI=,validator.js,validatorjs/validator.js,https://github.com/validatorjs/validator.js,String validation,JavaScript,23754,23754,2435,372,False,False,True,False,2010-10-06T06:58:48Z,2026-04-28T10:45:34Z,2026-04-24T18:39:04Z,master,validatorjs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,181,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/clientSide.test.js;test/exports.test.js;test/sanitizers.test.js;test/testFunctions.js;test/util.test.js;test/validators.test.js;test/validators;test/validators/isAfter.test.js;test/validators/isBase64.test.js,.github/workflows/ci.yml;.github/workflows/codeql-analysis.yml;.github/workflows/npm-publish.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/pull_request_template.md;CONTRIBUTING.md;SECURITY.md,False,156,data\raw\repo_metadata\validatorjs_validator_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,157,JavaScript,"{""JavaScript"":601276}",601276,601276,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,157
pure-css/pure,JavaScript,0.48854821930065706,83,5,True,False,True,True,False,language_threshold_failed,False,,,9603240,MDEwOlJlcG9zaXRvcnk5NjAzMjQw,pure,pure-css/pure,https://github.com/pure-css/pure,"A set of small, responsive CSS modules that you can use in every web project.",JavaScript,23750,23750,2419,28,False,False,True,False,2013-04-22T16:16:39Z,2026-04-28T17:25:41Z,2026-02-14T03:48:55Z,main,pure-css,Organization,NOASSERTION,data\raw\candidate_repos\javascript_candidates_raw.json,182,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,src/buttons/tests;src/buttons/tests/manual;src/buttons/tests/manual/button.html;src/forms/tests;src/forms/tests/manual;src/forms/tests/manual/forms.html;src/grids/tests;src/grids/tests/manual;src/grids/tests/manual/responsive.html;src/menus/tests,.github/workflows/deploy.yml;.github/workflows/test.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,178,data\raw\repo_metadata\pure_css_pure_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,158,JavaScript,"{""CSS"":64387,""HTML"":125379,""JavaScript"":181268}",181268,371034,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,158
processing/p5.js,JavaScript,0.6477412313628512,2021,474,True,False,True,True,False,language_threshold_failed,False,,,8424040,MDEwOlJlcG9zaXRvcnk4NDI0MDQw,p5.js,processing/p5.js,https://github.com/processing/p5.js,"p5.js is a client-side JS platform that empowers artists, designers, students, and anyone to learn to code and express themselves creatively on the web. It is based on the core principles of Processing. Looking for p5.js 2.0? http://beta.p5js.org",JavaScript,23640,23640,3756,509,False,False,True,False,2013-02-26T03:14:47Z,2026-04-28T16:59:28Z,2026-04-28T13:34:52Z,main,processing,Organization,LGPL-2.1,data\raw\candidate_repos\javascript_candidates_raw.json,183,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tasks/test;tasks/test/mocha-chrome.js;test;test/.eslintrc;test/js;test/js/chai_helpers.js;test/js/mocha_setup.js;test/js/modernizr.js;test/js/p5_helpers.js;test/js/sinon.js,.github/workflows/auto-close-issues.yml;.github/workflows/ci-lint.yml;.github/workflows/ci-test.yml;.github/workflows/contributors-png.yml;.github/workflows/labeler.yml;.github/workflows/release-workflow-v2.yml;.github/workflows/release-workflow.yml;.github/workflows/stewards-update.yml,.github/ISSUE_TEMPLATE/1-p5.js-2.0-bug-report.yml;.github/ISSUE_TEMPLATE/2-found-a-bug.yml;.github/ISSUE_TEMPLATE/3-existing-feature-enhancement.yml;.github/ISSUE_TEMPLATE/4-feature-request.yml;.github/ISSUE_TEMPLATE/5-discussion.yml;.github/ISSUE_TEMPLATE/config.yml;.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;SECURITY.md,False,1609,data\raw\repo_metadata\processing_p5_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,159,JavaScript,"{""CSS"":5236,""GLSL"":53816,""HTML"":90919,""JavaScript"":3835213,""Markdown"":1935719}",3835213,5920903,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,159
semantic-release/semantic-release,JavaScript,1.0,605,106,True,True,True,True,True,,False,,,24063576,MDEwOlJlcG9zaXRvcnkyNDA2MzU3Ng==,semantic-release,semantic-release/semantic-release,https://github.com/semantic-release/semantic-release,:package::rocket: Fully automated version management and package publishing,JavaScript,23598,23598,1805,388,False,False,True,False,2014-09-15T16:18:28Z,2026-04-28T15:45:25Z,2026-04-27T05:47:05Z,master,semantic-release,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,184,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/branches;test/branches/branches.test.js;test/branches/expand.test.js;test/branches/get-tags.test.js;test/branches/normalize.test.js;test/cli.test.js;test/definitions;test/definitions/branches.test.js;test/definitions/plugins.test.js,.github/workflows/release.yml;.github/workflows/scorecard.yml;.github/workflows/test.yml,.github/ISSUE_TEMPLATE/01_bug_report.yml;.github/ISSUE_TEMPLATE/02_feature_request.yml;.github/ISSUE_TEMPLATE/03_plugin_suggestion.yml;.github/ISSUE_TEMPLATE/config.yml;CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,147,data\raw\repo_metadata\semantic_release_semantic_release_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,160,JavaScript,"{""JavaScript"":392254}",392254,392254,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,160
jaredhanson/passport,JavaScript,0.9983423363687797,21,4,True,True,False,False,False,commit_threshold_failed;closed_issue_threshold_failed,False,,,2540368,MDEwOlJlcG9zaXRvcnkyNTQwMzY4,passport,jaredhanson/passport,https://github.com/jaredhanson/passport,"Simple, unobtrusive authentication for Node.js.",JavaScript,23533,23533,1251,397,False,False,True,False,2011-10-08T22:38:32Z,2026-04-28T12:28:42Z,2024-08-16T21:56:14Z,master,jaredhanson,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,185,screened,final_sample_only,3,3,,True,False,True,True,2025-01-01,5,True,True,True,test;test/authenticator.framework.test.js;test/authenticator.middleware.test.js;test/authenticator.test.js;test/bootstrap;test/bootstrap/node.js;test/http;test/http/request.test.js;test/middleware;test/middleware/authenticate.error.callback.test.js,.github/workflows/node.yml;.travis.yml,.github/PULL_REQUEST_TEMPLATE.md;CONTRIBUTING.md,False,76,data\raw\repo_metadata\jaredhanson_passport_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,161,JavaScript,"{""JavaScript"":277039,""Makefile"":460}",277039,277499,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,161
tailwindlabs/heroicons,JavaScript,1.0,23,19,True,True,False,True,False,commit_threshold_failed,False,,,242754476,MDEwOlJlcG9zaXRvcnkyNDI3NTQ0NzY=,heroicons,tailwindlabs/heroicons,https://github.com/tailwindlabs/heroicons,A set of free MIT-licensed high-quality SVG icons for UI development.,JavaScript,23491,23491,1318,3,False,False,True,False,2020-02-24T14:16:00Z,2026-04-28T17:32:50Z,2026-03-05T01:09:16Z,master,tailwindlabs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,186,screened,final_sample_only,3,3,,True,True,False,True,2025-01-01,5,False,True,True,,.github/workflows/CI.yml;.github/workflows/prepare-release.yml;.github/workflows/release-insiders.yml;.github/workflows/release.yml,.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/config.yml,False,2644,data\raw\repo_metadata\tailwindlabs_heroicons_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,162,JavaScript,"{""JavaScript"":16423}",16423,16423,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,162
MagicMirrorOrg/MagicMirror,JavaScript,0.8357079759347248,13,201,True,True,False,True,False,commit_threshold_failed,False,,,16989371,MDEwOlJlcG9zaXRvcnkxNjk4OTM3MQ==,MagicMirror,MagicMirrorOrg/MagicMirror,https://github.com/MagicMirrorOrg/MagicMirror,"MagicMirror² is an open source modular smart mirror platform. With a growing list of installable modules, the MagicMirror² allows you to convert your hallway or bathroom mirror into your personal assistant.",JavaScript,23484,23484,4535,20,False,False,True,False,2014-02-19T15:48:09Z,2026-04-28T10:49:17Z,2026-04-27T21:15:01Z,master,MagicMirrorOrg,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,187,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/configs;tests/configs/config_variables.env;tests/configs/config_variables.js;tests/configs/customregions.js;tests/configs/default.js;tests/configs/empty_ipWhiteList.js;tests/configs/modules;tests/configs/modules/alert;tests/configs/modules/alert/welcome_false.js,.github/workflows/automated-tests.yaml;.github/workflows/dep-review.yaml;.github/workflows/electron-rebuild.yaml;.github/workflows/enforce-pullrequest-rules.yaml;.github/workflows/release-notes.yaml;.github/workflows/spellcheck.yaml;.github/workflows/stale.yaml,.github/CODE_OF_CONDUCT.md;.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/bug_report.yml;.github/ISSUE_TEMPLATE/change_request.yml;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature_request.yml;.github/PULL_REQUEST_TEMPLATE.md;.github/SECURITY.md,False,493,data\raw\repo_metadata\magicmirrororg_magicmirror_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,163,JavaScript,"{""CSS"":55524,""HTML"":85355,""JavaScript"":799409,""Nunjucks"":15078,""Shell"":69,""TypeScript"":1130}",799409,956565,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,163
Gar-b-age/CookLikeHOC,JavaScript,0.5197383261899391,105,20,True,False,True,True,False,language_threshold_failed,False,,,784788673,R_kgDOLsbswQ,CookLikeHOC,Gar-b-age/CookLikeHOC,https://github.com/Gar-b-age/CookLikeHOC,🥢像老乡鸡🐔那样做饭。主要部分于2024年完工，非老乡鸡官方仓库。文字来自《老乡鸡菜品溯源报告》，并做归纳、编辑与整理。CookLikeHOC.,JavaScript,23440,23440,2347,133,False,False,True,False,2024-04-10T15:01:12Z,2026-04-28T14:57:43Z,2025-10-17T20:04:04Z,main,Gar-b-age,Organization,,data\raw\candidate_repos\javascript_candidates_raw.json,188,screened,final_sample_only,3,3,,True,True,True,False,2025-01-01,5,False,False,False,,,,False,449,data\raw\repo_metadata\gar_b_age_cooklikehoc_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,164,JavaScript,"{""CSS"":278,""Dockerfile"":509,""JavaScript"":4608,""TypeScript"":3471}",4608,8866,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,164
ovity/octotree,JavaScript,0.7222622951984679,0,22,True,True,False,True,False,commit_threshold_failed,False,,,19620844,MDEwOlJlcG9zaXRvcnkxOTYyMDg0NA==,octotree,ovity/octotree,https://github.com/ovity/octotree,GitHub on steroids,JavaScript,23192,23192,1787,33,False,False,True,False,2014-05-09T18:15:20Z,2026-04-28T15:27:13Z,2024-06-06T17:52:26Z,master,ovity,Organization,AGPL-3.0,data\raw\candidate_repos\javascript_candidates_raw.json,190,screened,final_sample_only,3,3,,True,False,True,True,2025-01-01,5,False,False,True,,,.github/PULL_REQUEST_TEMPLATE.md,False,80,data\raw\repo_metadata\ovity_octotree_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,165,JavaScript,"{""CSS"":54861,""HTML"":4110,""JavaScript"":203267,""Less"":19193}",203267,281431,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,165
shimohq/chinese-programmer-wrong-pronunciation,JavaScript,0.8327620967741935,13,4,True,True,False,False,False,commit_threshold_failed;closed_issue_threshold_failed,False,,,82040650,MDEwOlJlcG9zaXRvcnk4MjA0MDY1MA==,chinese-programmer-wrong-pronunciation,shimohq/chinese-programmer-wrong-pronunciation,https://github.com/shimohq/chinese-programmer-wrong-pronunciation,中国程序员容易发音错误的单词,JavaScript,23182,23182,1594,138,False,False,True,False,2017-02-15T09:02:40Z,2026-04-28T17:03:33Z,2025-12-29T00:34:55Z,master,shimohq,Organization,,data\raw\candidate_repos\javascript_candidates_raw.json,191,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,False,False,True,,,.github/PULL_REQUEST_TEMPLATE.md,False,33,data\raw\repo_metadata\shimohq_chinese_programmer_wrong_pronunciation_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,166,JavaScript,"{""CSS"":1279,""HTML"":157,""JavaScript"":16522,""Python"":1785,""Shell"":97}",16522,19840,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,166
chalk/chalk,JavaScript,0.7294271400566326,15,18,True,True,False,True,False,commit_threshold_failed,False,,,11855195,MDEwOlJlcG9zaXRvcnkxMTg1NTE5NQ==,chalk,chalk/chalk,https://github.com/chalk/chalk,🖍 Terminal string styling done right,JavaScript,23167,23167,962,5,False,False,True,False,2013-08-03T00:20:12Z,2026-04-28T18:48:53Z,2026-01-27T06:30:36Z,main,chalk,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,192,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/_fixture.js;test/chalk.js;test/instance.js;test/level.js;test/no-color-support.js;test/visible.js,.github/workflows/main.yml,.github/security.md;contributing.md,False,43,data\raw\repo_metadata\chalk_chalk_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,167,JavaScript,"{""JavaScript"":16744,""TypeScript"":6211}",16744,22955,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,167
node-red/node-red,JavaScript,0.9975523280932196,1212,276,True,True,True,True,True,,False,,,12618379,MDEwOlJlcG9zaXRvcnkxMjYxODM3OQ==,node-red,node-red/node-red,https://github.com/node-red/node-red,Low-code programming for event-driven applications,JavaScript,23067,23067,3836,501,False,False,True,False,2013-09-05T13:30:47Z,2026-04-28T18:28:11Z,2026-04-28T18:09:00Z,master,node-red,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,193,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/editor;test/editor/editor_helper.js;test/editor/pageobjects;test/editor/pageobjects/editor;test/editor/pageobjects/editor/debugTab_page.js;test/editor/pageobjects/editor/palette_page.js;test/editor/pageobjects/editor/workspace_page.js;test/editor/pageobjects/nodes;test/editor/pageobjects/nodes/core,.github/workflows/release.yml;.github/workflows/tests.yml,.github/ISSUE_TEMPLATE/bug_report.yml;.github/ISSUE_TEMPLATE/config.yml;.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;SECURITY.md,False,1862,data\raw\repo_metadata\node_red_node_red_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,168,JavaScript,"{""CSS"":44,""HTML"":5974,""JavaScript"":2560646,""Shell"":265}",2560646,2566929,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,168
spicetify/cli,JavaScript,0.7222739756183337,363,606,True,True,True,True,True,,False,,,159981830,MDEwOlJlcG9zaXRvcnkxNTk5ODE4MzA=,cli,spicetify/cli,https://github.com/spicetify/cli,"Command-line tool to customize Spotify client. Supports Windows, macOS, and Linux.",JavaScript,22963,22963,867,15,False,False,True,False,2018-12-01T19:55:18Z,2026-04-28T16:00:54Z,2026-04-20T19:25:07Z,main,spicetify,Organization,LGPL-2.1,data\raw\candidate_repos\javascript_candidates_raw.json,194,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,False,True,True,,.github/workflows/build.yml;.github/workflows/labeler.yml;.github/workflows/linter.yml;.github/workflows/lintpr.yml,CONTRIBUTING.md,False,128,data\raw\repo_metadata\spicetify_cli_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,169,JavaScript,"{""CSS"":30653,""Go"":164863,""JavaScript"":538084,""PowerShell"":7063,""Shell"":4323}",538084,744986,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,169
benweet/stackedit,JavaScript,0.6253063527242138,0,8,True,False,False,True,False,language_threshold_failed;commit_threshold_failed,False,,,8986773,MDEwOlJlcG9zaXRvcnk4OTg2Nzcz,stackedit,benweet/stackedit,https://github.com/benweet/stackedit,In-browser Markdown editor,JavaScript,22909,22909,2817,729,False,False,True,False,2013-03-24T13:46:06Z,2026-04-28T10:46:00Z,2023-07-04T16:12:06Z,master,benweet,User,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,195,screened,final_sample_only,3,3,,True,False,True,True,2025-01-01,5,True,True,False,chart/templates/tests;chart/templates/tests/test-connection.yaml;test;test/unit;test/unit/.eslintrc;test/unit/jest.conf.js;test/unit/mocks;test/unit/mocks/cryptoMock.js;test/unit/mocks/localStorageMock.js;test/unit/mocks/mutationObserverMock.js,.travis.yml,,False,413,data\raw\repo_metadata\benweet_stackedit_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,170,JavaScript,"{""Dockerfile"":307,""HTML"":24149,""JavaScript"":618463,""Mustache"":1427,""SCSS"":18832,""Shell"":787,""Vue"":325091}",618463,989056,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,170
mochajs/mocha,JavaScript,0.9896194554171818,228,274,True,True,True,True,True,,False,,,1451352,MDEwOlJlcG9zaXRvcnkxNDUxMzUy,mocha,mochajs/mocha,https://github.com/mochajs/mocha,"☕️ Classic, reliable, trusted test framework for Node.js and the browser",JavaScript,22885,22885,3064,234,False,False,True,False,2011-03-07T18:44:25Z,2026-04-28T10:45:37Z,2026-04-28T01:15:35Z,main,mochajs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,196,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/README.md;test/assertions.js;test/browser-specific;test/browser-specific/esm.spec.mjs;test/browser-specific/fixtures;test/browser-specific/fixtures/esm.fixture.mjs;test/browser-specific/fixtures/webpack;test/browser-specific/fixtures/webpack/webpack.config.js;test/browser-specific/fixtures/webpack/webpack.fixture.mjs,.github/workflows/format.yml;.github/workflows/mocha.yml;.github/workflows/nightly-site-deploy.yml;.github/workflows/npm-script.yml;.github/workflows/octoguide.yml;.github/workflows/release-please.yml;.github/workflows/stale.yml,.github/CODE_OF_CONDUCT.md;.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/01-bug.yml;.github/ISSUE_TEMPLATE/02-documentation.yml;.github/ISSUE_TEMPLATE/03-feature-request.yml;.github/ISSUE_TEMPLATE/04-performance.yml;.github/ISSUE_TEMPLATE/05-repository-tooling.yml;.github/ISSUE_TEMPLATE/config.yml;.github/PULL_REQUEST_TEMPLATE.md;SECURITY.md,False,744,data\raw\repo_metadata\mochajs_mocha_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,171,JavaScript,"{""CSS"":10106,""CoffeeScript"":328,""HTML"":462,""JavaScript"":1181475,""TypeScript"":1497}",1181475,1193868,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,171
balderdashy/sails,JavaScript,0.9998737493292933,23,23,True,True,False,True,False,commit_threshold_failed,False,,,3757512,MDEwOlJlcG9zaXRvcnkzNzU3NTEy,sails,balderdashy/sails,https://github.com/balderdashy/sails,Realtime MVC Framework for Node.js,JavaScript,22819,22819,1927,590,False,False,True,False,2012-03-18T19:46:15Z,2026-04-27T06:20:02Z,2026-02-17T20:17:40Z,master,balderdashy,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,197,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/.eslintrc;test/README.md;test/benchmarks;test/benchmarks/README.md;test/benchmarks/helpers;test/benchmarks/helpers/benchmarx.js;test/benchmarks/sails.load.test.js;test/benchmarks/sails.request.generic.test.js;test/fixtures,.travis.yml;appveyor.yml,.github/PULL_REQUEST_TEMPLATE;CONTRIBUTING.md;docs/concepts/Security/Security.md,False,887,data\raw\repo_metadata\balderdashy_sails_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,172,JavaScript,"{""EJS"":172,""JavaScript"":1362197}",1362197,1362369,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,172
vuejs/vuepress,JavaScript,0.5534527804261958,1,11,True,False,False,True,False,language_threshold_failed;commit_threshold_failed,False,,,128237146,MDEwOlJlcG9zaXRvcnkxMjgyMzcxNDY=,vuepress,vuejs/vuepress,https://github.com/vuejs/vuepress,📝 Minimalistic Vue-powered static site generator,JavaScript,22792,22792,4651,606,False,False,True,False,2018-04-05T16:58:38Z,2026-04-28T14:17:35Z,2024-08-07T10:06:47Z,master,vuejs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,198,screened,final_sample_only,3,3,,True,False,True,True,2025-01-01,5,True,True,True,packages/@vuepress/core/lib/node/__tests__;packages/@vuepress/core/lib/node/__tests__/plugin-api;packages/@vuepress/core/lib/node/__tests__/plugin-api/AsyncOption.spec.js;packages/@vuepress/core/lib/node/__tests__/plugin-api/Option.spec.js;packages/@vuepress/core/lib/node/__tests__/plugin-api/PluginAPI.spec.js;packages/@vuepress/core/lib/node/__tests__/plugin-api/PluginUtil.spec.js;packages/@vuepress/core/lib/node/__tests__/prepare;packages/@vuepress/core/lib/node/__tests__/prepare/App.spec.js;packages/@vuepress/core/lib/node/__tests__/prepare/Page.spec.js;packages/@vuepress/core/lib/node/__tests__/prepare/__snapshots__,.github/workflows/pull-request-ci.yml,.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/feature_request.md;.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md,False,679,data\raw\repo_metadata\vuejs_vuepress_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,173,JavaScript,"{""CSS"":89,""Dockerfile"":85,""HTML"":1008,""JavaScript"":223487,""Stylus"":10822,""TypeScript"":88919,""Vue"":79395}",223487,403805,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,173
