repository_full_name,language_group,target_language_share,default_branch_commit_count_in_window,closed_issue_count_in_window,quality_screen_pass,language_threshold_pass,commit_threshold_pass,closed_issue_threshold_pass,pre_sampling_eligible,pre_sampling_exclusion_reasons,manual_review_flag,manual_review_cues,manual_review_fields,id,node_id,name,full_name,html_url,description,language,stargazers_count,watchers_count,forks_count,open_issues_count,archived,fork,has_issues,private,created_at,updated_at,pushed_at,default_branch,owner_login,owner_type,license_spdx_id,source_file,source_record_index,quality_screen_status,quality_screen_intended_use,quality_screen_score,quality_screen_threshold,quality_screen_failure_reasons,quality_check_not_manual_review_flagged,quality_check_recent_maintenance,quality_check_issue_usage,quality_check_engineering_workflow,quality_recent_push_cutoff_date,quality_open_issues_threshold,quality_signal_has_tests,quality_signal_has_ci,quality_signal_has_community_health_files,quality_signal_matched_test_paths,quality_signal_matched_ci_paths,quality_signal_matched_community_health_paths,quality_tree_truncated,quality_tree_path_count,quality_signal_snapshot_file,quality_screen_error_type,quality_screen_error_message,quality_screen_error_status_code,quality_screen_error_retryable,quality_screen_error_attempts,enrichment_input_file,enrichment_input_record_index,target_language,language_stats,target_language_bytes,total_language_bytes,language_threshold,closed_issue_count_available,enrichment_status,enrichment_failure_reason,pre_sampling_screen_input_file,pre_sampling_screen_input_record_index
JedWatson/classnames,JavaScript,0.8191607124886787,128,9,True,True,True,True,True,,False,,,26195776,MDEwOlJlcG9zaXRvcnkyNjE5NTc3Ng==,classnames,JedWatson/classnames,https://github.com/JedWatson/classnames,A simple javascript utility for conditionally joining classNames together,JavaScript,17809,17809,560,10,False,False,True,False,2014-11-05T00:44:31Z,2026-04-27T20:03:13Z,2026-04-20T02:32:50Z,main,JedWatson,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,238,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/bind.js;tests/bind.test-d.ts;tests/dedupe.js;tests/dedupe.test-d.ts;tests/index.js;tests/index.test-d.ts,.github/workflows/node.js.yml;.github/workflows/release.yml,CONTRIBUTING.md,False,32,data\raw\repo_metadata\jedwatson_classnames_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,207,JavaScript,"{""HTML"":254,""JavaScript"":16280,""TypeScript"":3340}",16280,19874,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,207
pinojs/pino,JavaScript,0.9247474644131148,205,151,True,True,True,True,True,,False,,,51840802,MDEwOlJlcG9zaXRvcnk1MTg0MDgwMg==,pino,pinojs/pino,https://github.com/pinojs/pino,"🌲 super fast, all natural json logger",JavaScript,17753,17753,953,141,False,False,True,False,2016-02-16T14:14:29Z,2026-04-28T16:37:12Z,2026-04-24T14:49:09Z,main,pinojs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,239,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/basic.test.js;test/broken-pipe.test.js;test/browser-child.test.js;test/browser-disabled.test.js;test/browser-early-console-freeze.test.js;test/browser-is-level-enabled.test.js;test/browser-levels.test.js;test/browser-redaction.test.js;test/browser-serializers.test.js,.github/workflows/bench.yml;.github/workflows/ci.yml;.github/workflows/lock-threads.yml;.github/workflows/publish-release.yml;.github/workflows/target-main.yml,CONTRIBUTING.md;SECURITY.md,False,239,data\raw\repo_metadata\pinojs_pino_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,208,JavaScript,"{""HTML"":1826,""JavaScript"":406740,""Shell"":821,""TypeScript"":30452}",406740,439839,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,208
apache/pouchdb,JavaScript,0.9877468346824166,188,72,True,True,True,True,True,,False,,,714074,MDEwOlJlcG9zaXRvcnk3MTQwNzQ=,pouchdb,apache/pouchdb,https://github.com/apache/pouchdb,:kangaroo: - PouchDB is a pocket-sized database.,JavaScript,17567,17567,1508,173,False,False,True,False,2010-06-10T18:34:24Z,2026-04-26T23:25:33Z,2026-04-24T06:37:32Z,master,apache,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,241,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,tests;tests/.eslintrc.json;tests/capacity;tests/capacity/index.html;tests/common-utils.js;tests/component;tests/component/test.ajax.js;tests/component/test.auth.js;tests/component/test.deletion_error.js;tests/component/test.headers.js,.github/workflows/ci.yml;.github/workflows/docs.yml,.github/ISSUE_TEMPLATE/bug_report.md;.github/ISSUE_TEMPLATE/issue.md;.github/PULL_REQUEST_TEMPLATE.md;CONTRIBUTING.md,False,977,data\raw\repo_metadata\apache_pouchdb_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,210,JavaScript,"{""HTML"":12314,""JavaScript"":2367078,""Shell"":17050}",2367078,2396442,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,210
nodemailer/nodemailer,JavaScript,0.9999217892849117,93,136,True,True,True,True,True,,False,,,1272424,MDEwOlJlcG9zaXRvcnkxMjcyNDI0,nodemailer,nodemailer/nodemailer,https://github.com/nodemailer/nodemailer,✉️ Send e-mails with Node.JS – easy as cake!,JavaScript,17546,17546,1425,0,False,False,True,False,2011-01-19T21:17:36Z,2026-04-28T05:24:42Z,2026-04-27T10:23:39Z,master,nodemailer,Organization,NOASSERTION,data\raw\candidate_repos\javascript_candidates_raw.json,242,screened,final_sample_only,3,3,,True,True,False,True,2025-01-01,5,True,True,True,test;test/addressparser;test/addressparser/addressparser-test.js;test/base64;test/base64/base64-test.js;test/base64/fixtures;test/base64/fixtures/alice.txt;test/dkim;test/dkim/cache;test/dkim/cache/README.md,.github/workflows/release.yaml;.github/workflows/stale.yml;.github/workflows/test.yml,.github/ISSUE_TEMPLATE/report-an-issue.md;.github/pull_request_template.md;CODE_OF_CONDUCT.md,False,179,data\raw\repo_metadata\nodemailer_nodemailer_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,211,JavaScript,"{""HTML"":71,""JavaScript"":907733}",907733,907804,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,211
aframevr/aframe,JavaScript,0.9843642193349756,728,146,True,True,True,True,True,,False,,,42488903,MDEwOlJlcG9zaXRvcnk0MjQ4ODkwMw==,aframe,aframevr/aframe,https://github.com/aframevr/aframe,:a: Web framework for building virtual reality experiences.,JavaScript,17524,17524,4357,338,False,False,True,False,2015-09-15T02:04:40Z,2026-04-28T14:04:24Z,2026-04-14T18:15:41Z,master,aframevr,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,243,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,examples/test;examples/test/animation-color;examples/test/animation-color/index.html;examples/test/animation;examples/test/animation/index.html;examples/test/animation/sun.jpg;examples/test/canvas-texture;examples/test/canvas-texture/components;examples/test/canvas-texture/components/canvas-updater.js;examples/test/canvas-texture/components/draw-canvas-rectangles.js,.github/workflows/ci.yml;.github/workflows/trigger-deploy.yml,.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,848,data\raw\repo_metadata\aframevr_aframe_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,212,JavaScript,"{""CSS"":17917,""HTML"":2184,""JavaScript"":1265476}",1265476,1285577,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,212
GoogleChrome/chrome-extensions-samples,JavaScript,0.8169710876548876,170,89,True,True,True,True,True,,False,,,4644745,MDEwOlJlcG9zaXRvcnk0NjQ0NzQ1,chrome-extensions-samples,GoogleChrome/chrome-extensions-samples,https://github.com/GoogleChrome/chrome-extensions-samples,Chrome Extensions Samples,JavaScript,17500,17500,9014,99,False,False,True,False,2012-06-13T00:30:44Z,2026-04-28T14:17:32Z,2026-04-17T05:33:29Z,main,GoogleChrome,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,244,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,.repo/sample-list-generator/test;.repo/sample-list-generator/test/api-detector;.repo/sample-list-generator/test/api-detector/api-detector.test.ts;_archive/apps/samples/calculator/tests;_archive/apps/samples/calculator/tests/calculator_test.html;_archive/apps/samples/calculator/tests/calculator_test.js;_archive/apps/samples/clock/tests;_archive/apps/samples/clock/tests/clock_test.html;_archive/apps/samples/clock/tests/clock_test.js;_archive/apps/samples/clock/tests/lib,.github/workflows/lint.yml;.github/workflows/sample-list-generator.yml,.github/ISSUE_TEMPLATE/bug_report.md;CONTRIBUTING.md,False,4162,data\raw\repo_metadata\googlechrome_chrome_extensions_samples_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,213,JavaScript,"{""Batchfile"":2188,""C"":18678,""C++"":90059,""CSS"":368942,""Dart"":13201,""GLSL"":4735,""HTML"":731917,""Java"":3414,""JavaScript"":5874594,""Perl"":35622,""Python"":12759,""Rust"":1072,""Shell"":12572,""TypeScript"":20947}",5874594,7190700,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,213
vitejs/awesome-vite,JavaScript,1.0,370,11,True,True,True,True,True,,True,awesome,description; full_name; name; topics,289191277,MDEwOlJlcG9zaXRvcnkyODkxOTEyNzc=,awesome-vite,vitejs/awesome-vite,https://github.com/vitejs/awesome-vite,⚡️ A curated list of awesome things related to Vite.js,JavaScript,17046,17046,1320,118,False,False,True,False,2020-08-21T06:05:43Z,2026-04-28T03:02:09Z,2026-02-04T13:10:54Z,master,vitejs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,252,screened,final_sample_only,3,3,,False,True,True,True,2025-01-01,5,False,True,True,,.github/workflows/lint.yml,.github/contributing.md;.github/pull_request_template.md,False,13,data\raw\repo_metadata\vitejs_awesome_vite_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,219,JavaScript,"{""JavaScript"":2779}",2779,2779,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,219
hubotio/hubot,JavaScript,0.9914020544523542,67,33,True,True,True,True,True,,False,,,2278524,MDEwOlJlcG9zaXRvcnkyMjc4NTI0,hubot,hubotio/hubot,https://github.com/hubotio/hubot,A customizable life embetterment robot.,JavaScript,16783,16783,3719,6,False,False,True,False,2011-08-27T08:30:59Z,2026-04-26T15:05:31Z,2026-03-30T15:31:31Z,main,hubotio,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,256,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,script/test;test;test/AdapterName_test.mjs;test/Adapter_test.mjs;test/Brain_test.mjs;test/CommandBus_test.mjs;test/Configuration_test.mjs;test/DataStore_test.mjs;test/Hubot_test.mjs;test/Listener_test.mjs,.github/workflows/nodejs-macos.yml;.github/workflows/nodejs-ubuntu.yml;.github/workflows/nodejs-windows.yml;.github/workflows/pipeline.yml;.github/workflows/sfab-gh-pages.yml,CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,186,data\raw\repo_metadata\hubotio_hubot_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,223,JavaScript,"{""JavaScript"":254021,""Shell"":2203}",254021,256224,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,223
forwardemail/superagent,JavaScript,0.8841796955784423,73,14,True,True,True,True,True,,False,,,1607357,MDEwOlJlcG9zaXRvcnkxNjA3MzU3,superagent,forwardemail/superagent,https://github.com/forwardemail/superagent,"Ajax for Node.js and browsers (JS HTTP client). Maintained for @forwardemail, @ladjs, @spamscanner, @breejs, @cabinjs, and @lassjs.",JavaScript,16646,16646,1324,182,False,False,True,False,2011-04-13T02:29:45Z,2026-04-28T16:04:08Z,2026-01-06T07:45:06Z,master,forwardemail,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,260,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,.test.babelrc;test;test/agent-base.js;test/basic.js;test/client;test/client/request.js;test/client/serialize.js;test/client/xdomain.js;test/content-type.js;test/form.js,.github/workflows/ci.yml;.travis.yml,CONTRIBUTING.md;SECURITY.md,False,141,data\raw\repo_metadata\forwardemail_superagent_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,227,JavaScript,"{""HTML"":42992,""JavaScript"":342029,""Makefile"":1811}",342029,386832,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,227
infernojs/inferno,JavaScript,0.9988914247629149,96,15,True,True,True,True,True,,False,,,30161665,MDEwOlJlcG9zaXRvcnkzMDE2MTY2NQ==,inferno,infernojs/inferno,https://github.com/infernojs/inferno,":fire: An extremely fast, React-like JavaScript library for building modern user interfaces",JavaScript,16412,16412,636,39,False,False,True,False,2015-02-01T22:07:38Z,2026-04-28T13:40:42Z,2026-04-07T13:07:29Z,master,infernojs,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,267,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,packages/inferno-animation/__tests__;packages/inferno-animation/__tests__/animatedAllComponent.spec.tsx;packages/inferno-animation/__tests__/animatedComponent.spec.tsx;packages/inferno-animation/__tests__/animatedComponentTypings.tsx;packages/inferno-animation/__tests__/animatedMoveComponent.spec.tsx;packages/inferno-animation/__tests__/index.spec.tsx;packages/inferno-animation/__tests__/utils.spec.tsx;packages/inferno-clone-vnode/__tests__;packages/inferno-clone-vnode/__tests__/cloneVNode.spec.tsx;packages/inferno-compat/__tests__,.github/workflows/ci-template.yml;.github/workflows/codeql-analysis.yml,.github/PULL_REQUEST_TEMPLATE.md;CONTRIBUTING.md,False,586,data\raw\repo_metadata\infernojs_inferno_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,230,JavaScript,"{""CSS"":956,""HTML"":1682,""JavaScript"":2376993}",2376993,2379631,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,230
pqina/filepond,JavaScript,0.9590359704141537,84,47,True,True,True,True,True,,False,,,106279637,MDEwOlJlcG9zaXRvcnkxMDYyNzk2Mzc=,filepond,pqina/filepond,https://github.com/pqina/filepond,🌊 A flexible and fun JavaScript file upload library,JavaScript,16351,16351,854,139,False,False,True,False,2017-10-09T12:17:44Z,2026-04-28T08:30:39Z,2026-04-28T08:30:32Z,master,pqina,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,272,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,False,True,src/js/__tests__;src/js/__tests__/addFile.test.js;src/js/__tests__/callbacks.test.js;src/js/__tests__/contentDisposition.test.js;src/js/__tests__/createInstance.test.js;src/js/__tests__/removeFile.test.js;src/js/__tests__/revertUploadOnRemove.test.js;src/js/__tests__/server.test.js;src/js/__tests__/setFiles.test.js;src/js/__tests__/windowMatchMedia.mock,,.github/ISSUE_TEMPLATE/bug_report.yml;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature_request.yml,False,322,data\raw\repo_metadata\pqina_filepond_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,233,JavaScript,"{""CSS"":49239,""HTML"":1769,""JavaScript"":1194182}",1194182,1245190,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,233
huggingface/transformers.js,JavaScript,0.947116403934476,875,312,True,True,True,True,True,,False,,,601161044,R_kgDOI9T9VA,transformers.js,huggingface/transformers.js,https://github.com/huggingface/transformers.js,"State-of-the-art Machine Learning for the web. Run 🤗 Transformers directly in your browser, with no need for a server!",JavaScript,15930,15930,1132,232,False,False,True,False,2023-02-13T13:51:45Z,2026-04-28T16:39:52Z,2026-04-27T08:11:22Z,main,huggingface,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,277,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,packages/transformers/tests;packages/transformers/tests/asset_cache.js;packages/transformers/tests/bundles.test.js;packages/transformers/tests/configs.test.js;packages/transformers/tests/feature_extractors.test.js;packages/transformers/tests/image_processors.test.js;packages/transformers/tests/init.js;packages/transformers/tests/models.test.js;packages/transformers/tests/models;packages/transformers/tests/models/afmoe,.github/workflows/documentation.yml;.github/workflows/pr-documentation.yml;.github/workflows/publish.yml;.github/workflows/tests.yml;.github/workflows/upload-pr-documentation.yml,.github/ISSUE_TEMPLATE/1_bug-report.yml;.github/ISSUE_TEMPLATE/2_new_model.yml;.github/ISSUE_TEMPLATE/3_new_pipeline.yml;.github/ISSUE_TEMPLATE/4_feature-request.yml;.github/ISSUE_TEMPLATE/5_question.yml;.github/ISSUE_TEMPLATE/config.yml;CONTRIBUTING.md,False,1047,data\raw\repo_metadata\huggingface_transformers_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,237,JavaScript,"{""JavaScript"":2590943,""Python"":4251,""TypeScript"":34096,""Vim Snippet"":106322}",2590943,2735612,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,237
jasmine/jasmine,JavaScript,0.9806630072648247,337,37,True,True,True,True,True,,False,,,84009,MDEwOlJlcG9zaXRvcnk4NDAwOQ==,jasmine,jasmine/jasmine,https://github.com/jasmine/jasmine,Simple JavaScript testing framework for browsers and node.js,JavaScript,15836,15836,2244,11,False,False,True,False,2008-12-02T23:46:37Z,2026-04-28T07:51:12Z,2026-04-18T14:35:10Z,main,jasmine,Organization,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,280,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,lib/jasmine-core/example/node_example/spec;lib/jasmine-core/example/node_example/spec/helpers;lib/jasmine-core/example/node_example/spec/helpers/jasmine_examples;lib/jasmine-core/example/node_example/spec/helpers/jasmine_examples/SpecHelper.js;lib/jasmine-core/example/node_example/spec/jasmine_examples;lib/jasmine-core/example/node_example/spec/jasmine_examples/PlayerSpec.js;lib/jasmine-core/example/spec;lib/jasmine-core/example/spec/PlayerSpec.js;lib/jasmine-core/example/spec/SpecHelper.js;spec,.circleci/config.yml;.github/workflows/safari.yml,.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/bug_report.yml;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature_proposal.yml;.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md,False,456,data\raw\repo_metadata\jasmine_jasmine_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,239,JavaScript,"{""CSS"":23597,""EJS"":2070,""HTML"":285,""JavaScript"":1931811,""SCSS"":9208,""Shell"":2932}",1931811,1969903,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,239
avwo/whistle,JavaScript,0.9390404659068271,343,193,True,True,True,True,True,,False,,,32131850,MDEwOlJlcG9zaXRvcnkzMjEzMTg1MA==,whistle,avwo/whistle,https://github.com/avwo/whistle,"HTTP, HTTP2, HTTPS, Websocket debugging proxy",JavaScript,15485,15485,1155,88,False,False,True,False,2015-03-13T05:42:01Z,2026-04-28T10:11:34Z,2026-04-11T09:08:32Z,master,avwo,User,MIT,data\raw\candidate_repos\javascript_candidates_raw.json,285,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,False,test;test/assets;test/assets/certs;test/assets/certs/_.cert.w2.org.crt;test/assets/certs/_.cert.w2.org.key;test/assets/certs/_root.crt;test/assets/certs/cert.w2.org.key;test/assets/certs/root.key;test/assets/certs/test.crt;test/assets/certs/test.key,.travis.yml,,False,998,data\raw\repo_metadata\avwo_whistle_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,241,JavaScript,"{""CSS"":108149,""HTML"":35671,""JavaScript"":2215450}",2215450,2359270,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,241
jsdoc/jsdoc,JavaScript,0.9313987457835841,415,18,True,True,True,True,True,,False,,,560495,MDEwOlJlcG9zaXRvcnk1NjA0OTU=,jsdoc,jsdoc/jsdoc,https://github.com/jsdoc/jsdoc,An API documentation generator for JavaScript.,JavaScript,15433,15433,1489,451,False,False,True,False,2010-03-13T09:18:03Z,2026-04-28T10:45:30Z,2026-04-27T09:26:46Z,main,jsdoc,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,287,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,packages/jsdoc-ast/test;packages/jsdoc-ast/test/specs;packages/jsdoc-ast/test/specs/index.js;packages/jsdoc-ast/test/specs/lib;packages/jsdoc-ast/test/specs/lib/ast-builder.js;packages/jsdoc-ast/test/specs/lib/ast-node.js;packages/jsdoc-ast/test/specs/lib/syntax.js;packages/jsdoc-ast/test/specs/lib/walker.js;packages/jsdoc-cli/test;packages/jsdoc-cli/test/fixtures,.github/workflows/ci.yaml,.github/PULL_REQUEST_TEMPLATE.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,752,data\raw\repo_metadata\jsdoc_jsdoc_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,243,JavaScript,"{""CSS"":6541,""Go Template"":35534,""JavaScript"":1113327,""SCSS"":39926}",1113327,1195328,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,243
CesiumGS/cesium,JavaScript,0.8929296168164415,3988,614,True,True,True,True,True,,False,,,3606738,MDEwOlJlcG9zaXRvcnkzNjA2NzM4,cesium,CesiumGS/cesium,https://github.com/CesiumGS/cesium,An open-source JavaScript library for world-class 3D globes and maps :earth_americas:,JavaScript,15212,15212,3789,1588,False,False,True,False,2012-03-02T22:27:14Z,2026-04-28T15:25:24Z,2026-04-28T17:17:48Z,main,CesiumGS,Organization,Apache-2.0,data\raw\candidate_repos\javascript_candidates_raw.json,294,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,Specs;Specs/BadGeometry.js;Specs/Cesium3DTilesTester.js;Specs/Data;Specs/Data/ArcGIS;Specs/Data/ArcGIS/9_214_379;Specs/Data/ArcGIS/9_214_379/root.json;Specs/Data/ArcGIS/9_214_379/tile_9_214_379.tile;Specs/Data/ArcGIS/9_214_379/tilemap_10_384_640_128_128.json;Specs/Data/ArcGIS/identify-Geographic.json,.github/workflows/cla.yml;.github/workflows/deploy.yml;.github/workflows/dev.yml;.github/workflows/prod.yml;.github/workflows/sandcastle-dev.yml;.github/workflows/update-tokens.yml;ThirdParty/codemirror-5.52.0/.travis.yml,.github/ISSUE_TEMPLATE/bug_report.yaml;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature_request.yaml;.github/pull_request_template.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md;ThirdParty/codemirror-5.52.0/CONTRIBUTING.md;ThirdParty/dojo-release-1.10.4/dijit/CONTRIBUTING.md;ThirdParty/dojo-release-1.10.4/dojo/CONTRIBUTING.md,False,9712,data\raw\repo_metadata\cesiumgs_cesium_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,247,JavaScript,"{""CSS"":116843,""GLSL"":563145,""Go Template"":23507,""HTML"":2164287,""JavaScript"":25174262,""Python"":4899,""Shell"":388,""TypeScript"":145554}",25174262,28192885,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,247
apexcharts/apexcharts.js,JavaScript,0.9868180782318081,744,535,True,True,True,True,True,,False,,,142177378,MDEwOlJlcG9zaXRvcnkxNDIxNzczNzg=,apexcharts.js,apexcharts/apexcharts.js,https://github.com/apexcharts/apexcharts.js,📊 Interactive JavaScript Charts built on SVG,JavaScript,15096,15096,1383,335,False,False,True,False,2018-07-24T15:22:23Z,2026-04-28T02:21:44Z,2026-04-15T18:57:31Z,main,apexcharts,Organization,NOASSERTION,data\raw\candidate_repos\javascript_candidates_raw.json,296,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,samples/react/tests;samples/react/tests/position-bottom-text-anchor-end-series-mixed.html;samples/react/tests/position-bottom-text-anchor-end-series-neg.html;samples/react/tests/position-bottom-text-anchor-end-series-pos.html;samples/react/tests/position-bottom-text-anchor-middle-series-mixed.html;samples/react/tests/position-bottom-text-anchor-middle-series-neg.html;samples/react/tests/position-bottom-text-anchor-middle-series-pos.html;samples/react/tests/position-bottom-text-anchor-start-series-mixed.html;samples/react/tests/position-bottom-text-anchor-start-series-neg.html;samples/react/tests/position-bottom-text-anchor-start-series-pos.html,.github/workflows/ci.yml;.github/workflows/codeql-analysis.yml;.github/workflows/health-check.yml;.github/workflows/lint.yml;.github/workflows/publish.yml;.github/workflows/stale.yml,.github/ISSUE_TEMPLATE/bug-report.md;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature-request.md;CODE_OF_CONDUCT.md;CONTRIBUTING.md,False,1499,data\raw\repo_metadata\apexcharts_apexcharts_js_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,249,JavaScript,"{""CSS"":18345,""JavaScript"":2017891,""TypeScript"":8610}",2017891,2044846,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,249
NodeBB/NodeBB,JavaScript,0.8730081098533137,4165,523,True,True,True,True,True,,False,,,9603889,MDEwOlJlcG9zaXRvcnk5NjAzODg5,NodeBB,NodeBB/NodeBB,https://github.com/NodeBB/NodeBB,Node.js based forum software built for the modern web,JavaScript,15053,15053,2945,178,False,False,True,False,2013-04-22T16:49:40Z,2026-04-27T16:32:57Z,2026-04-28T13:31:26Z,master,NodeBB,Organization,GPL-3.0,data\raw\candidate_repos\javascript_candidates_raw.json,299,screened,final_sample_only,4,3,,True,True,True,True,2025-01-01,5,True,True,True,test;test/activitypub.js;test/activitypub;test/activitypub/actors.js;test/activitypub/analytics.js;test/activitypub/feps.js;test/activitypub/helpers.js;test/activitypub/inbox.js;test/activitypub/mocks.js;test/activitypub/notes.js,.github/workflows/docker.yml;.github/workflows/test.yaml,.github/CONTRIBUTING.md;.github/ISSUE_TEMPLATE/bug-report.yml;.github/ISSUE_TEMPLATE/config.yml;.github/ISSUE_TEMPLATE/feature-request.yml;.github/SECURITY.md,False,6335,data\raw\repo_metadata\nodebb_nodebb_quality_screen_snapshot.json,,,,,,data\interim\quality_screened_candidates\javascript_candidates_filtered.csv,251,JavaScript,"{""Batchfile"":42,""CSS"":3261,""Dockerfile"":4896,""Go Template"":498634,""HTML"":6457,""JavaScript"":4196543,""SCSS"":38746,""Shell"":6962,""Smarty"":51451}",4196543,4806992,0.7,True,enriched,,data\interim\enriched_candidates\candidate_enrichment_results.csv,251
